time,seconds_elapsed,z,y,x,label
1620211732679163400,0.028163330078125,-0.045525925769656900,-0.07937164287865160,0.03231528810474560,4
1620211732689051400,0.038051513671875,-0.28208558778762800,-0.14587620539963200,0.01030921256840230,4
1620211732698908400,0.047908447265625,-0.35213819817900700,-0.28681203178763400,-0.006053308689594270,4
1620211732708765200,0.05776513671875,-0.21041429015323500,-0.23262802165746700,0.06755260113603440,4
1620211732718622500,0.06762255859375,-0.014517185652256000,-0.17113924147188700,0.09353314696103330,4
1620211732728510500,0.077510498046875,0.06339022989273070,-0.1884907737672330,0.04731032496839760,4
1620211732738367200,0.0873671875,0.05572948600649830,-0.07306056003570560,-0.036169922272861000,4
1620211732748224300,0.097224365234375,0.007620411875844000,-0.00930792657136917,-0.0684708941578865,4
1620211732758081500,0.10708154296875,0.01108414246365430,-0.026216975796222700,-0.05747602827972730,4
1620211732767939300,0.116939208984375,0.016381225958466500,-0.03857376854419710,-0.045505613633990300,4
1620211732777826300,0.126826416015625,0.036389994764328,-0.05847907697558400,-0.01623041931092740,4
1620211732787683300,0.136683349609375,0.08601955646052960,-0.06557575723826890,0.011687798312073600,4
1620211732797541400,0.146541259765625,0.03797331843301650,-0.022306524354219400,0.08378274645232600,4
1620211732807398400,0.1563984375,0.009565992985665800,-0.01700900246798990,0.11208965286565900,4
1620211732817285400,0.166285400390625,0.0814811823785305,-0.0062087915122509,0.11095073022991400,4
1620211732827143400,0.176143310546875,0.04835515784621240,0.011540800189971900,0.09421177687495950,4
1620211732837000400,0.18600048828125,0.015921353361755600,0.00874503199160099,0.06095539482808670,4
1620211732846857200,0.195857177734375,-0.0010093231730163100,-0.0005073650002479550,0.04839314263588750,4
1620211732856745200,0.2057451171875,-0.009423661905527120,-0.007481880187988280,0.053664662431180500,4
1620211732866602500,0.2156025390625,0.01466799229979520,-0.010247837769985200,0.05861410153210160,4
1620211732876459300,0.225459228515625,-0.0036046003632247400,-0.024628829821944200,0.09890781660354700,4
1620211732886316300,0.23531640625,-0.04562032605484130,-0.0146527947306633,0.1406342313592320,4
1620211732896204300,0.245204345703125,-0.03672141867578030,-0.012339257091283800,0.14176058677434900,4
1620211732906061300,0.255061279296875,-0.06894128814861180,0.007934300130605700,0.11774520354247700,4
1620211732915918300,0.26491845703125,-0.02971417026221750,0.03453706037402150,0.11369418371915800,4
1620211732925775400,0.274775390625,0.02986614595353600,0.058605918225646000,0.028736265140771900,4
1620211732935633400,0.28463330078125,0.06998553650453690,0.06016542262732980,-0.022277307392889600,4
1620211732945520400,0.294520263671875,0.11842588841617100,0.08658698108494280,-0.02658317876011130,4
1620211732955378200,0.304378173828125,0.14976254531368600,0.05579845958948140,-0.018697083419095700,4
1620211732965235200,0.314235107421875,0.17182620082274100,0.026745383584499400,-0.024034681587386900,4
1620211732975092500,0.324092529296875,0.11518588358163800,0.0770499219328165,-0.05006371532976630,4
1620211732984980200,0.333980224609375,0.03111410018801690,0.07101473342180250,-0.023161387617886100,4
1620211732994837200,0.343837158203125,0.04619301137626170,0.02868599625825880,0.003951075713336470,4
1620211733004694500,0.353694580078125,-0.002804536026716230,-0.012931962287426000,0.06692921767383810,4
1620211733014551300,0.36355126953125,-0.07958850049972530,-0.045292847666144400,0.06701952630579470,4
1620211733024439300,0.373439208984375,-0.06448679295778270,-0.02399462357163430,0.009568331073224540,4
1620211733034296300,0.38329638671875,-0.013667290824651700,-0.021375380983948700,-0.024462825605273200,4
1620211733044153300,0.3931533203125,0.024213380888849500,0.025579262414574600,-0.08095103015773930,4
1620211733054010400,0.40301025390625,0.07036825221180920,0.04937573306560520,-0.13958032012581800,4
1620211733063898400,0.4128984375,0.12845219238996500,0.053852001696825000,-0.17658932357132400,4
1620211733073755400,0.42275537109375,0.08703297128677370,0.05659574744701390,-0.20252719016522200,4
1620211733083612400,0.4326123046875,0.05715688846111300,-0.0269090497136116,-0.2063388574078680,4
1620211733093470500,0.442470458984375,0.013424714240431800,-0.0735118109345436,-0.18860007936060400,4
1620211733103327500,0.452327392578125,-0.027546616964787200,-0.08310323062241080,-0.18639321696609300,4
1620211733113214500,0.46221435546875,-0.027260201238840800,-0.0875765766441822,-0.17784197224723200,4
1620211733123072500,0.472072509765625,0.02371756019592290,-0.06682195790708070,-0.18034283088594700,4
1620211733132929500,0.481929443359375,0.010876929453760400,-0.07419745511114600,-0.21603899816721700,4
1620211733142786600,0.49178662109375,-0.0600781827352941,-0.05190203667283060,-0.2741597632244230,4
1620211733152674600,0.501674560546875,-0.08730871948823330,-0.051232759109139400,-0.328658830653131,4
1620211733162531300,0.51153125,-0.07397066061794760,-0.07178864040374760,-0.30193156724721200,4
1620211733172388600,0.521388671875,-0.0056242696225643200,-0.047266778087616000,-0.2667038942605260,4
1620211733182245400,0.531245361328125,0.050934068423509600,-0.017224106523394600,-0.2600686940297480,4
1620211733192133400,0.54113330078125,0.061453562741726600,-0.005538929426670070,-0.24223111351681900,4
1620211733201990400,0.550990478515625,0.002360299390554430,0.019569792866706800,-0.20088205330669900,4
1620211733211847400,0.560847412109375,-0.04729717322587970,0.0022469021439552300,-0.20936200462132700,4
1620211733221704400,0.570704345703125,-0.08426292205154900,-0.014960253244638400,-0.2818126160651450,4
1620211733231592400,0.580592529296875,-0.06418591031506660,0.02036123550534250,-0.3546180322960020,4
1620211733241449500,0.590449462890625,-0.003951806365698580,0.01797229454219340,-0.40666240004897100,4
1620211733251306500,0.600306396484375,0.06429404686465860,0.024928689551353500,-0.38207273319363600,4
1620211733261164500,0.61016455078125,0.124368868599087,0.02260521503984930,-0.3145014182239770,4
1620211733271021300,0.620021240234375,0.12194924023672900,-0.030374095475673700,-0.23097965166224200,4
1620211733280909600,0.62990966796875,0.09390577966570850,-0.04594458957314490,-0.21042232732921800,4
1620211733290766600,0.6397666015625,0.033646102883666800,-0.023548633369803400,-0.19087063637478300,4
1620211733300623400,0.649623291015625,-0.05672726487219330,-0.04143909484744070,-0.18142653446942600,4
1620211733310480400,0.65948046875,-0.0549542638503015,-0.04485036459565160,-0.23219257111595900,4
1620211733320368600,0.66936865234375,-0.026084873849153500,-0.008262801432609560,-0.23917028290778400,4
