time,seconds_elapsed,z,y,x,label
1620211607624933000,0.05393310546875,-0.025962124252319300,-0.07028992627859120,-0.01119154836088420,0
1620211607634790100,0.0637900390625,-0.2933657094811090,0.04079845885634420,-0.20849251004410900,0
1620211607644647400,0.0736474609375,-0.20381925753606500,0.11167699867785000,-0.29312108707027500,0
1620211607654535200,0.08353515625,-0.14074289763178700,0.10352584092617000,-0.2770499499742870,0
1620211607664392200,0.09339208984375,-0.03232402396705000,0.06969780560433860,-0.22607847214983800,0
1620211607674249200,0.103249267578125,0.014636428117752100,0.05184533804953100,-0.20586831728667000,0
1620211607684107300,0.113107177734375,-0.009969568817876280,0.012436872246861500,-0.19220338281588600,0
1620211607693994200,0.122994140625,-0.025883177264593500,-0.030278233885765100,-0.17090514045506700,0
1620211607703851300,0.132851318359375,-0.04104859769251200,0.037276129949092900,-0.14233723588483400,0
1620211607713709300,0.142709228515625,-0.05857314846720550,0.08016893073618410,-0.20139234091639500,0
1620211607723566300,0.15256640625,0.052136466483213000,0.0614560469597578,-0.1833048955619340,0
1620211607733453300,0.162453369140625,0.0933376974541694,0.026167291435599300,-0.13495180180864400,0
1620211607743311000,0.17231103515625,0.16492398368623100,0.045163668328523600,-0.07063420053846200,0
1620211607753168400,0.18216845703125,0.17549805773589800,0.0019137246668338800,-0.02277678134762680,0
1620211607763025400,0.192025390625,0.1420353120625020,-0.03331774771213530,-0.0286170226752758,0
1620211607772913200,0.2019130859375,0.16933599144220400,0.012117138773202900,-0.07421089911460880,0
1620211607782770200,0.211770263671875,0.19351707749664800,0.08885551053881650,-0.13433540520966100,0
1620211607792627500,0.22162744140625,0.1974479872047900,0.12577332856953100,-0.11009294435679900,0
1620211607802484200,0.231484130859375,0.23060795053932800,0.10011281761229000,-0.02599077039149120,0
1620211607812372200,0.241372314453125,0.19158643822763100,0.039895372536778400,-0.011782796818879400,0
1620211607822229200,0.251229248046875,0.12978486576583200,0.021012392890453300,0.0003819896214874460,0
1620211607832086300,0.261086181640625,0.06694120037257670,0.0348041868776083,0.053638066685199700,0
1620211607841943300,0.270943359375,0.08013740308675920,-0.01117021331191060,0.06325198589924260,0
1620211607851831300,0.280831298828125,0.1406932132711630,0.022912089031934700,0.10750409690737700,0
1620211607861688300,0.290688232421875,0.10671090070307300,0.0033919805258512500,0.11024024387300000,0
1620211607871545300,0.30054541015625,0.05335570607986300,-0.020851064848899800,0.05257161106404380,0
1620211607881403100,0.310403076171875,0.03432308882977810,-0.01248071138858800,-0.002460540328058410,0
1620211607891290000,0.3202900390625,0.07239891778919850,-0.014602525848150300,-0.013680154872802100,0
1620211607901148400,0.3301484375,0.023076924204826400,-0.008672551277279850,-0.01652326477766040,0
1620211607911005200,0.340005126953125,-0.02685293561220170,0.02262567330598830,0.004273439535498620,0
1620211607920862200,0.3498623046875,0.015667524731159200,-0.007114800441265110,-0.02967705312222240,0
1620211607930750500,0.35975048828125,0.07330839731693270,0.0019698387682437900,-0.0030599720925092700,0
1620211607940607200,0.369607177734375,0.0724620096206665,0.01416647251844410,0.024895371803641300,0
1620211607950464300,0.37946435546875,0.0893331014553085,0.002946574845910070,0.040842293431493500,0
1620211607960332500,0.38933251953125,0.060646520675160000,-0.05183364761173730,0.04356295056703970,0
1620211607970220800,0.399220703125,-0.007822035395167770,-0.03158756291866300,0.0310302167302696,0
1620211607980077800,0.409077880859375,0.016794446401856800,-0.006713818424940110,0.031087801269558300,0
1620211607989934600,0.4189345703125,0.060291131366230500,0.0007709843724966050,0.021628474395605700,0
1620211607999791600,0.42879150390625,0.11271565754320500,0.024265841728448900,0.02265987240311220,0
1620211608009680000,0.438679931640625,0.14374971476495300,0.019743980389833400,0.03648848670274020,0
1620211608019536600,0.44853662109375,0.11620057704951600,0.008239420557022090,0.05964461819019630,0
1620211608029393700,0.4583935546875,0.10436459330525200,-0.02318915240764620,0.08823971672803160,0
1620211608039251700,0.468251708984375,0.055458304382301900,-0.00744096365571022,0.07351180636796630,0
1620211608049138700,0.478138671875,-0.04348261990640310,0.030691490861773500,0.002176179561880420,0
1620211608058995700,0.48799560546875,-0.12303663361463700,0.06461772586107250,-0.04585807576689400,0
1620211608068853500,0.497853515625,-0.10447974411752100,0.0454787256270647,-0.08922463611215350,0
1620211608078710800,0.507710693359375,-0.015528993043303500,-0.009420154774188990,-0.05629881032705310,0
1620211608088597800,0.51759765625,0.06849485955536370,-0.04670797516107560,-0.01885813746601340,0
1620211608098455600,0.52745556640625,0.1296750121831890,-0.05237959105670450,-0.017277590276300900,0
1620211608108312600,0.5373125,0.12521397765371900,-0.05815174471735950,0.014015371326671400,0
1620211608118169900,0.547169921875,0.1170387814393270,-0.1014192240357400,0.05812602575421330,0
1620211608128057600,0.5570576171875,0.024039083767868600,-0.10610241341590900,0.0964303297072649,0
1620211608137914600,0.56691455078125,-0.14497304601483000,-0.06999240463674070,-0.006654491736425550,0
1620211608147772000,0.57677197265625,-0.18667996148560200,0.004150689938664440,-0.18827508518993900,0
1620211608157628700,0.586628662109375,-0.09097853057477620,-0.002382511222362520,-0.2233443527445200,0
1620211608167516700,0.5965166015625,-0.05033197434451430,-0.024875498059392000,-0.11319529428631100,0
1620211608177373700,0.606373779296875,0.01570493413209920,-0.06343231546878810,-0.0191840084195137,0
1620211608187230700,0.616230712890625,0.0471819858809933,-0.13756313508451000,0.0024359972585574700,0
1620211608197087700,0.626087646484375,0.06803834795951840,-0.13218728726506200,-0.028116087415814400,0
1620211608206975700,0.635975830078125,0.059574470996856700,-0.10490180545449300,0.002010463039577010,0
1620211608216832500,0.64583251953125,0.01282912296745930,-0.097440968054533,0.026848259437084200,0
1620211608226690800,0.65569091796875,-0.006704466074705120,-0.10449147108793300,-0.055417935839295400,0
1620211608236547600,0.665547607421875,-0.016615034714341200,-0.1012923827856780,-0.09071165979951620,0
1620211608246434800,0.675434814453125,-0.07635024923086170,-0.0724053109973669,-0.11067045198380900,0
1620211608256292900,0.68529296875,-0.049357064897753300,-0.09444821597933770,-0.10316606770306800,0
1620211608266149600,0.695149658203125,-0.08052716958932580,-0.07783668839633470,-0.04289806148409840,0
1620211608276036900,0.705036865234375,-0.05018821849226950,-0.03653261810541150,-0.04055792809873820,0
1620211608285894700,0.714894775390625,0.020120449019409700,0.007910334733128550,-0.024589082333445500,0
1620211608295752000,0.724751953125,0.01819035773966460,0.008201426634192470,0.0019938030240766200,0
1620211608305608700,0.734608642578125,0.023999299746751800,0.020191139635443700,0.01797229454219340,0
1620211608315496700,0.74449658203125,0.04804422873351720,0.052556116667389900,0.010159866083943100,0
1620211608325353700,0.754353759765625,0.024888942062854800,0.0662181467950344,0.005770692355930810,0
1620211608335210800,0.764210693359375,0.052493609357811500,0.07498772870600220,0.01902706200884420,0
1620211608345067800,0.77406787109375,0.04479775762557980,0.05340191984176640,0.08451894263923170,0
1620211608354955800,0.783955810546875,0.0002864157259464260,0.05161445190310480,0.10777473054230200,0
1620211608364812500,0.7938125,0.049342999839782700,0.03580664191842080,0.1236944764688610,0
1620211608374669800,0.803669921875,0.03624850393440570,-0.02895487632751470,0.17130670699328200,0
1620211608384526800,0.81352685546875,-0.08603345712171870,-0.04065466647148130,0.11505991911441100,0
1620211608394414600,0.82341455078125,-0.06660977646112440,0.03589724281132220,-0.010282324561476700,0
1620211608404271600,0.833271728515625,0.09370645770132540,0.08201368182003500,-0.07654723310768600,0
1620211608414129700,0.843129638671875,0.1222562786255960,0.05805412956178190,-0.1514879078015690,0
1620211608423986700,0.852986572265625,0.18104745375765500,0.10959493170678600,-0.16725889290720200,0
1620211608433873700,0.862873779296875,0.20166120271934200,0.14668810630440700,-0.18712591515481500,0
1620211608443731700,0.872731689453125,0.21727206535982000,0.1166945345789190,-0.19176321956664300,0
1620211608453588700,0.882588623046875,0.20982932987213100,0.06494681168496610,-0.15123451756238900,0
1620211608463445800,0.89244580078125,0.09410804250584910,-0.01363455759882930,-0.10311784464716900,0
1620211608473333800,0.902333740234375,0.05889759464859960,-0.10866671094596400,-0.056117316280305400,0
1620211608483190800,0.912190673828125,0.041768783459533000,-0.11133096171915500,-0.019739016520348400,0
